round,condition_type,agent_step,terminated,reason,search_depth,region,old_color,new_color,n_conflict_edges_before,n_conflict_edges_after,conflict_delta,conflict_regions_before,selected_found_solution_within_depth,planning_depth_used,tree_iterations_used,pruning_thresh,lapse_rate,selected_by_lapse,expanded_root_children,improved_conflicts
9,requires_adjacent_nonconflict_pair,164,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,15,False
9,requires_adjacent_nonconflict_pair,165,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,166,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,15,False
9,requires_adjacent_nonconflict_pair,167,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,168,False,,2,32,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,15,False
9,requires_adjacent_nonconflict_pair,169,False,,2,6,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,15,False
9,requires_adjacent_nonconflict_pair,170,False,,2,2,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,171,False,,2,2,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,172,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,173,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,174,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,175,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,176,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,177,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,178,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,179,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,180,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,181,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,182,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,183,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,184,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,185,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,186,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,187,False,,4,16,1,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,188,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,189,False,,3,39,1,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,190,False,,2,2,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,191,False,,2,2,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,192,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,193,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,194,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,195,False,,2,30,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,196,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,197,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,198,False,,5,43,1,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,199,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,200,False,,2,6,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,201,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,15,False
9,requires_adjacent_nonconflict_pair,202,False,,2,6,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,203,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,204,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,205,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,206,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,207,False,,3,31,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,208,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,209,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,210,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,211,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,212,False,,2,30,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,213,False,,3,31,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,214,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,215,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,216,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,217,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,218,False,,2,6,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,219,False,,5,43,2,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,220,False,,2,6,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,221,False,,2,30,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,222,False,,2,9,2,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,223,False,,2,30,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,9,False
9,requires_adjacent_nonconflict_pair,224,False,,2,9,3,2,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,225,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,226,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,227,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,228,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,229,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,230,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,231,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,232,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,233,False,,5,43,1,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,234,False,,2,6,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,235,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,236,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,16,False
9,requires_adjacent_nonconflict_pair,237,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,238,False,,2,30,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,16,False
9,requires_adjacent_nonconflict_pair,239,False,,4,40,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,15,False
9,requires_adjacent_nonconflict_pair,240,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,15,False
9,requires_adjacent_nonconflict_pair,241,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,242,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,15,False
9,requires_adjacent_nonconflict_pair,243,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,244,False,,2,2,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,15,False
9,requires_adjacent_nonconflict_pair,245,False,,3,39,2,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,15,False
9,requires_adjacent_nonconflict_pair,246,False,,2,2,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,14,False
9,requires_adjacent_nonconflict_pair,247,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,248,False,,2,13,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,249,False,,2,18,2,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,250,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,251,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,15,False
9,requires_adjacent_nonconflict_pair,252,False,,3,4,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,253,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,254,False,,2,30,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,15,False
9,requires_adjacent_nonconflict_pair,255,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,256,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,257,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,258,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,259,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,260,False,,3,39,1,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,261,False,,3,39,2,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,262,False,,3,34,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,263,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,264,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,265,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,266,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,267,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,268,False,,2,9,2,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,269,False,,2,9,0,2,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,270,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,271,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,272,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,273,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,274,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,275,False,,2,18,0,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,9,False
9,requires_adjacent_nonconflict_pair,276,False,,2,30,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,277,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,278,False,,3,22,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,15,False
9,requires_adjacent_nonconflict_pair,279,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,280,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,281,False,,1,7,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,282,False,,2,18,2,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,283,False,,1,7,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,284,False,,2,2,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,285,False,,3,12,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,286,False,,2,32,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,287,False,,1,36,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,288,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,289,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,290,False,,2,11,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,291,False,,1,41,2,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,292,False,,2,26,3,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,293,False,,2,18,0,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,294,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,295,False,,3,39,1,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,296,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,297,False,,1,36,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,298,False,,3,39,2,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,299,False,,1,36,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,300,False,,3,39,1,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,301,False,,3,22,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,302,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,15,False
9,requires_adjacent_nonconflict_pair,303,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,304,False,,5,43,2,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,15,False
9,requires_adjacent_nonconflict_pair,305,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,306,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,307,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,308,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,309,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,310,False,,5,43,1,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,311,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,312,False,,4,35,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,15,False
9,requires_adjacent_nonconflict_pair,313,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,16,False
9,requires_adjacent_nonconflict_pair,314,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,315,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,16,False
9,requires_adjacent_nonconflict_pair,316,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,317,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,16,False
9,requires_adjacent_nonconflict_pair,318,False,,3,22,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,14,False
9,requires_adjacent_nonconflict_pair,319,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,320,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,321,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,322,False,,4,16,2,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,14,False
9,requires_adjacent_nonconflict_pair,323,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,324,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,325,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,326,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,327,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,328,False,,5,43,2,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,329,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,330,False,,3,0,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,331,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,332,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,333,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,334,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,335,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,336,False,,2,6,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,9,False
9,requires_adjacent_nonconflict_pair,337,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,338,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,339,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,340,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,341,False,,3,22,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,342,False,,2,6,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,343,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,11,False
9,requires_adjacent_nonconflict_pair,344,False,,5,43,3,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,345,False,,4,16,3,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,14,False
9,requires_adjacent_nonconflict_pair,346,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,15,False
9,requires_adjacent_nonconflict_pair,347,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,348,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,15,False
9,requires_adjacent_nonconflict_pair,349,False,,4,17,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,13,False
9,requires_adjacent_nonconflict_pair,350,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,351,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,14,False
9,requires_adjacent_nonconflict_pair,352,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,353,False,,2,6,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,14,False
9,requires_adjacent_nonconflict_pair,354,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,355,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,356,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,357,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,13,False
9,requires_adjacent_nonconflict_pair,358,False,,3,22,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,359,False,,2,33,1,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,360,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,361,False,,2,18,2,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,362,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,363,False,,5,43,2,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,9,False
9,requires_adjacent_nonconflict_pair,364,False,,5,43,0,2,2,2,0,15 25 38 39,False,4,20,0,0.3,True,8,False
9,requires_adjacent_nonconflict_pair,365,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,9,False
9,requires_adjacent_nonconflict_pair,366,False,,4,17,3,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,367,False,,2,6,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,368,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,369,False,,3,22,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,370,False,,3,22,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,14,False
9,requires_adjacent_nonconflict_pair,371,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,372,False,,1,7,1,3,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,373,False,,2,9,2,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,12,False
9,requires_adjacent_nonconflict_pair,374,False,,2,9,1,2,2,2,0,15 25 38 39,False,4,20,0,0.3,False,10,False
9,requires_adjacent_nonconflict_pair,375,False,,1,7,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,False,12,False
9,requires_adjacent_nonconflict_pair,376,False,,2,6,3,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,377,False,,4,17,0,3,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
9,requires_adjacent_nonconflict_pair,378,False,,2,33,0,1,2,2,0,15 25 38 39,False,4,20,0,0.3,True,10,False
9,requires_adjacent_nonconflict_pair,379,False,,5,43,2,0,2,2,0,15 25 38 39,False,4,20,0,0.3,True,11,False
